ml_input,焦虑,悲伤,生气,羞愧,无助,平静,轻松
[事件]: 发现脸上新长了几颗痘 [认知]: 我丑得没法见人了，所有人都会盯着我的痘痘看，他们肯定觉得我又脏又邋遢，没人会喜欢这样的我。,85,60,20,80,50,5,0
[事件]: 朋友聚会没叫我参加 [认知]: 他们肯定是故意排挤我，我根本就不配拥有朋友，我就是个令人讨厌的累赘，永远融不进任何圈子。,70,85,60,80,90,0,0
[事件]: 工作出错被领导批评 [认知]: 我什么都做不好，是个彻头彻尾的失败者，领导一定觉得我是个蠢货，随时都可能把我开除。,75,50,25,75,75,0,0
[事件]: 看到前男友有了新女友 [认知]: 他这么快就找到新人了，说明我对他一点都不重要，我根本没有任何值得被记住的价值。,30,60,25,55,50,0,0
[事件]: 家庭聚会亲戚问收入 [认知]: 我赚得这么少，在亲戚面前抬不起头，他们肯定都在背后议论我没出息，给父母丢脸了。,75,50,25,85,75,0,0
[事件]: 独自去医院做检查 [认知]: 万一查出什么大病怎么办？我根本承受不起，也没人会真正关心我，只能自己默默等死。,85,75,10,20,80,0,0
[事件]: 在公开场合说错话冷场 [认知]: 我真是个社交白痴，把气氛都搞砸了，所有人现在一定都觉得我既尴尬又愚蠢，再也不想理我了。,80,60,20,85,75,5,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，像个没长大的孩子，这样下去人生迟早会彻底崩溃，没救了。,90,60,20,85,80,0,0
[事件]: 精心准备的方案被同事否定 [认知]: 我的想法果然一文不值，在别人眼里就是个笑话，我根本没有能力提出任何有价值的意见。,50,75,50,85,80,0,0
[事件]: 看到同龄人都结婚生子 [认知]: 我被所有人抛下了，像个异类，这辈子可能就这样孤独终老了，没有人会选择和我共度一生。,50,75,50,75,75,0,0
[事件]: 尝试新爱好很快放弃 [认知]: 我真是个三分钟热度的人，缺乏毅力和恒心，这辈子注定一事无成，什么都坚持不下来。,25,50,0,75,75,0,0
[事件]: 父母又为小事争吵 [认知]: 都是我的错，是我让这个家充满矛盾，如果我不存在，他们或许就能过得幸福一些。,70,75,10,65,70,5,0
[事件]: 在健身房感到别人注视 [认知]: 他们肯定在嘲笑我动作不标准、身材差，我就不该来这里自取其辱，我根本不属于这里。,70,50,20,65,55,10,5
[事件]: 重要会议前失眠整晚 [认知]: 我连自己的情绪和睡眠都控制不了，明天状态肯定很差，一定会搞砸所有事情，让所有人失望。,75,25,10,40,70,0,0
[事件]: 被裁员后求职屡屡碰壁 [认知]: 我真是个彻底的失败者，这辈子都不会再有公司要我了，人生已经完蛋了。,80,75,50,60,85,0,0
[事件]: 发现伴侣手机里有暧昧信息 [认知]: 他肯定不爱我了，我在这段关系里毫无价值，迟早会被抛弃。,80,75,50,70,80,0,0
[事件]: 朋友聚会没人主动邀请我 [认知]: 我根本就是个不受欢迎的人，大家其实都讨厌我，只是不好意思说。,75,70,20,80,85,5,0
[事件]: 脸上突然冒出很多痘痘 [认知]: 我现在丑得没法见人，所有人都会在背后嘲笑我的长相。,85,25,10,80,70,0,0
[事件]: 在重要会议上发言结巴了 [认知]: 我彻底搞砸了，同事和领导都会觉得我能力极差，前途一片黑暗。,85,60,20,80,75,5,0
[事件]: 父母总拿我和别人家孩子比较 [认知]: 我永远达不到他们的期望，我就是个让父母失望的废物。,70,80,40,85,90,5,0
[事件]: 投资失败损失了一笔积蓄 [认知]: 我根本没有理财头脑，这辈子都别想经济独立，只会越来越穷。,75,70,40,80,85,0,0
[事件]: 体检报告显示几项指标异常 [认知]: 我肯定得了重病，身体要垮了，未来全是痛苦和医疗费。,85,30,0,0,70,0,0
[事件]: 辛苦做的方案被领导全盘否定 [认知]: 我的工作毫无意义，一点创造力都没有，根本不配拿这份工资。,70,65,40,75,60,10,5
[事件]: 相亲对象见面后不再联系 [认知]: 我性格无趣外表普通，根本没人会真心喜欢我，注定孤独终老。,75,85,20,70,90,0,0
[事件]: 孩子成绩在班级里倒数 [认知]: 都是我教育失败，我不是个合格的家长，耽误了孩子的一生。,60,50,0,80,70,0,0
[事件]: 在社交场合说错话冷场了 [认知]: 我就是个社交白痴，永远学不会得体地与人相处，只会让人尴尬。,60,50,10,80,75,0,0
[事件]: 尝试新爱好但很快就放弃了 [认知]: 我缺乏毅力和恒心，做什么都三分钟热度，一辈子一事无成。,40,70,10,65,75,5,0
[事件]: 看到同龄人都比自己成功 [认知]: 我的人生已经落后太多，再怎么努力也追不上了，活着真没意思。,80,85,20,70,90,0,0
[事件]: 对家人发脾气后非常后悔 [认知]: 我控制不了自己的情绪，像个定时炸弹，只会伤害最亲近的人。,30,50,0,80,75,0,0
[事件]: 提出的建议被团队一致否决 [认知]: 我的想法总是错的，毫无价值，在这个团队里我就是个多余的人。,60,70,20,65,75,10,5
[事件]: 面试被拒后失眠 [认知]: 我真是个彻底的失败者，连最基本的工作都找不到，这辈子肯定一事无成了,80,85,20,70,90,0,0
[事件]: 朋友聚会没叫我 [认知]: 他们肯定都讨厌我，觉得我无趣又多余，我根本不配拥有任何朋友,70,80,10,75,85,0,0
[事件]: 脸上长了几颗痘 [认知]: 我现在丑得没法见人，所有人都会盯着我的脸看，在心里嘲笑我,85,40,10,80,50,0,0
[事件]: 信用卡账单逾期 [认知]: 我连自己的财务都管不好，完全是个没有自制力的废物，未来只会越来越糟,60,50,10,80,70,0,0
[事件]: 开会发言时结巴 [认知]: 同事肯定觉得我能力不行又紧张兮兮，以后再也不会有重要任务交给我了,75,25,0,25,50,0,0
[事件]: 父母催婚压力大 [认知]: 我的人生进度已经远远落后于所有人，再不结婚就真的没人要了,85,40,20,60,70,0,0
[事件]: 健身一周没效果 [认知]: 我的体质就是比别人差，再怎么努力也不可能拥有好身材，干脆放弃算了,30,40,20,60,70,10,5
[事件]: 网购被卖家差评 [认知]: 连陌生人都觉得我难缠不讲理，我这个人大概真的很难相处,30,40,10,70,60,0,0
[事件]: 看到同事升职加薪 [认知]: 我永远都比不上别人，在职场上再怎么拼命也得不到认可,30,70,10,40,80,0,0
[事件]: 独自过生日没人陪 [认知]: 果然没有人真正在乎我，我的存在对别人来说根本无关紧要,30,70,10,25,65,0,0
[事件]: 尝试新菜做失败了 [认知]: 我连这么简单的事情都做不好，生活中还有什么是我能掌控的,50,25,0,25,50,0,0
[事件]: 地铁上被人撞到没道歉 [认知]: 我看起来就是好欺负的样子，所以别人才敢这样不尊重我,20,30,60,70,40,0,0
[事件]: 忘记好友生日日期 [认知]: 我真是个自私又健忘的人，根本不配拥有别人的友谊和关心,40,60,0,80,50,0,0
[事件]: 看到前男友晒新恋情 [认知]: 他这么快就找到更好的人了，说明我当初对他真的毫无价值,30,85,20,75,80,0,0
[事件]: 项目方案被领导驳回 [认知]: 我的想法总是这么幼稚不切实际，根本不适合现在的工作岗位,50,60,10,70,55,5,0
[事件]: 体检报告有小问题 [认知]: 我的身体已经开始垮了，以后只会越来越差，人生已经没希望了,85,70,10,20,80,5,0
[事件]: 被裁员后找不到新工作 [认知]: 我的人生彻底失败了，所有的努力都白费了，再也无法在社会上立足,85,75,25,25,80,0,0
[事件]: 脸上长了很多痘痘 [认知]: 我变得很丑，所有人都会嫌弃我，再也没人愿意和我交往了,80,60,20,75,70,0,0
[事件]: 朋友聚会没人邀请我 [认知]: 我肯定被大家讨厌了，我是个不受欢迎的人，根本不配拥有朋友,30,80,20,85,75,0,0
[事件]: 投资失败损失积蓄 [认知]: 我真是个愚蠢的人，永远都做不好决定，这辈子注定穷困潦倒,80,85,20,90,95,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，生命就要结束了，一切都来不及了,85,75,40,50,80,0,0
[事件]: 伴侣经常加班晚归 [认知]: 他/她一定不爱我了，在外面有了别人，我们的关系已经名存实亡,80,70,40,20,75,0,0
[事件]: 在会议上发言结巴 [认知]: 所有人都觉得我是个笨蛋，我的职业生涯完蛋了，再也抬不起头,85,50,0,75,50,0,0
[事件]: 看到同龄人都很成功 [认知]: 我比别人差太多了，这辈子注定是个失败者，永远追不上别人,80,85,20,75,90,0,0
[事件]: 孩子考试成绩很差 [认知]: 我是个失败的父母，没有教育好孩子，耽误了他的一生,25,50,0,75,75,0,0
[事件]: 被喜欢的人拒绝表白 [认知]: 我毫无魅力，根本不值得被爱，这辈子都会孤独终老,70,85,10,60,80,5,0
[事件]: 在社交场合说错话 [认知]: 我真是个社交白痴，把一切都搞砸了，大家肯定都在背后嘲笑我,85,60,20,80,40,0,0
[事件]: 父母总是拿我和别人比较 [认知]: 我永远达不到他们的期望，让他们失望了，我是个不孝的孩子,50,60,10,70,55,5,0
[事件]: 工作项目出现重大失误 [认知]: 我完全无法胜任这份工作，是个没用的废物，应该被开除,70,60,20,80,75,5,0
[事件]: 看到镜子里的自己发胖 [认知]: 我连自己的身材都控制不了，缺乏自律，真是个糟糕的人,30,40,20,70,60,0,0
[事件]: 邻居装修噪音很大 [认知]: 他们肯定是故意的，所有人都欺负我，这个世界对我充满恶意,70,60,85,10,75,0,0
[事件]: 忘记重要纪念日 [认知]: 我根本不在乎别人，是个自私冷漠的人，不配拥有美好的关系,40,60,10,70,55,5,0
[事件]: 连续三次面试被拒 [认知]: 我能力太差，永远找不到好工作,30,70,10,50,80,0,0
[事件]: 朋友聚会没叫我 [认知]: 他们都讨厌我，我根本没人缘,50,75,50,75,75,0,0
[事件]: 脸上长满痘痘 [认知]: 我丑得没法见人，谁都会嫌弃,70,60,20,75,65,10,5
[事件]: 信用卡账单还不上 [认知]: 我太失败，连基本生活都维持不了,60,55,20,80,75,5,0
[事件]: 体检报告异常指标 [认知]: 我肯定得了绝症，人生要完了,85,70,10,5,80,0,0
[事件]: 男友忘记纪念日 [认知]: 他根本不爱我，随时会离开,80,70,30,20,60,0,0
[事件]: 开会发言被领导打断 [认知]: 我说的话毫无价值，领导看不起我,70,50,40,80,75,0,0
[事件]: 健身一个月体重没变 [认知]: 我自制力太差，什么都坚持不了,45,40,10,50,60,5,0
[事件]: 父母总拿我和别人比 [认知]: 我让他们丢脸，是个不孝子,50,60,40,80,70,0,0
[事件]: 同事升职我没被考虑 [认知]: 我在公司毫无前途，永远没机会,30,70,10,40,80,0,0
[事件]: 网购衣服全部不合身 [认知]: 我身材畸形，穿什么都不好看,30,60,25,70,65,0,0
[事件]: 独自旅行感到孤独 [认知]: 我注定要一个人过，没人愿意陪我,30,60,0,25,55,0,0
[事件]: 学新技能总是学不会 [认知]: 我脑子太笨，什么都学不成,50,50,0,50,50,0,0
[事件]: 邻居装修噪音不断 [认知]: 全世界都在跟我作对，我活该倒霉,65,40,70,10,60,5,0
[事件]: 看到前任结婚照片 [认知]: 我不配得到幸福，永远会被抛弃,70,85,20,60,90,5,0
[事件]: 项目方案被客户否定 [认知]: 我工作完全失败，职业生涯毁了,75,70,40,80,85,10,5
[事件]: 面试被拒后收到更差offer [认知]: 我果然什么都做不好，连份像样的工作都找不到，这辈子就这样了，永远是个失败者。,75,80,40,70,85,5,0
[事件]: 朋友聚会没人通知我 [认知]: 我肯定是被大家讨厌了，我这么无趣的人根本不配拥有朋友，永远都是被遗忘的那个。,70,85,40,80,90,0,0
[事件]: 脸上长了顽固的痘痘 [认知]: 我这张脸彻底毁了，所有人都会盯着我的瑕疵看，我根本不敢出门见人，太丑陋了。,85,60,20,90,70,5,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，只会拖累家人，真是个没用的废物，活着就是浪费资源。,85,80,20,90,85,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，一切都完了，治疗要花很多钱还会拖垮家人，不如早点消失。,85,80,60,70,90,0,0
[事件]: 当众发言时大脑一片空白 [认知]: 我永远都这么丢人现眼，所有人都在嘲笑我，我根本不适合任何社交场合。,80,40,10,75,70,5,0
[事件]: 伴侣回复消息越来越慢 [认知]: 他/她肯定不爱我了，我这么乏味的人谁都会腻的，最后一定会被抛弃。,75,50,0,50,75,0,0
[事件]: 看到同龄人都事业有成 [认知]: 我的人生已经彻底落后了，一辈子都比不上别人，活得毫无价值。,60,70,40,80,75,0,0
[事件]: 孩子成绩下滑被老师约谈 [认知]: 我连父母都当不好，耽误了孩子的前程，我是个彻头彻尾的失败家长。,60,55,10,80,70,5,0
[事件]: 尝试新爱好很快放弃 [认知]: 我做什么都三分钟热度，没有毅力和天赋，注定一事无成。,60,70,20,75,80,10,5
[事件]: 家人因病需要长期照顾 [认知]: 我赚不到足够的钱给家人最好的治疗，我太无能了，不配做他们的依靠。,75,70,20,80,85,5,0
[事件]: 在重要会议上说错话 [认知]: 我的职业生涯完了，同事和领导都会看不起我，再也抬不起头了。,85,60,20,80,75,10,5
[事件]: 减肥多次都反弹 [认知]: 我连自己的体重都控制不了，毫无自律性，活该被人嫌弃。,50,60,40,70,65,10,5
[事件]: 看到前任有了新恋情 [认知]: 我果然是最差的那个，没人会真正爱我，永远都是被比较和抛弃的那个。,75,85,40,80,90,0,0
[事件]: 投资亏损了一笔积蓄 [认知]: 我愚蠢的决定害了自己也连累了家人，我根本不配掌管任何钱财。,75,70,40,85,65,10,5
[事件]: 亲人争吵时说了伤人的话 [认知]: 我就像个定时炸弹，总是伤害最爱我的人，我不配得到他们的爱和原谅。,60,70,20,80,75,10,5
[事件]: 发现伴侣手机有暧昧信息 [认知]: 他肯定不爱我了，这段感情注定要失败,80,75,40,60,70,5,0
[事件]: 照镜子觉得鼻子不好看 [认知]: 我长得太丑了，没人会喜欢这样的脸,70,80,10,85,75,5,5
[事件]: 信用卡账单超出还款能力 [认知]: 我永远摆脱不了债务，人生完蛋了,75,50,25,25,75,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，没救了,85,50,0,0,75,0,0
